source_id,stage,claim_supported,source_title,author_or_publication,source_type,primary_or_secondary,event_date,publication_date,access_date,url,archived_url,tier,evidence_class,confidence,independence_note,relevant_passage,notes
S1708,stage1,"The widely-copied URL form web/19960520121525/http://www.amazon.com/ silently lands on the 2006 page, which is the mechanism by which a body of Tier-4 'Amazon's 1996 website' writing was published",Circulating 1996-labeled amazon.com capture (resolves to 2006 content),Internet Archive (Wayback Machine),Archived web artifact,Primary for its own date,2006,2006-05-22,2026-09-23,UNKNOWN,UNKNOWN,1 (as a record of the resolution behaviour),FACT about archive behaviour; zero evidentiary value for Stage 1,High,"The trap that manufactured fake in-window screenshots: every asset URL carries the /web/20060522143937/ prefix and the ASINs are 2006-era, so any '1996 Amazon homepage' derived from this route is 2006 content and is one derivative of S1709, not a separate artifact",UNKNOWN,"Publication date given is the content served; the circulating URL claims 1996-05-20, which is a false label, not a date. COR-05. Recorded so no agent re-imports a 1996 screenshot from this URL family"
S1709,stage1,"That the file circulated as the '1996 Amazon homepage' is a 2006-05-22 capture with 2006-era ASINs and asset prefixes, therefore holding no 1995 or 1996 content at all","Archived amazon.com homepage, 22 May 2006 (the file circulated as wb_amazon.html)",Internet Archive (Wayback Machine),Archived web artifact,Primary for 2006 only,2006,2006-05-22,2026-09-23,https://web.archive.org/web/20060522143937/http://www.amazon.com/,sources/ holds NO copy: deliberately not restored,1,"SOURCE-CLASS CORRECTION; FACT about 2006, zero value for Stage 1",High,"A 2006 homepage says nothing about the 1995 product (method sec.5). The circulating '1996' screenshots are derivative of this single capture, so the whole 'Amazon in 1996' visual literature is ONE artifact",UNKNOWN,"COR-05. NOT RESTORED and not to be restored: gap G-ARCHIVE-1 is resolved as a negative by S1706 and S1712, so there is nothing to substitute. Its 2022-2026 downstream re-users are Tier 4 and are quarantined in S1802"
S1710,stage1,"The company's own curated timeline entries: '1994 ... July ... Company Incorporated' and '1995 July / Amazon.com Sells First Book, Fluid Concepts & Creative Analogies', the last being the origin of the day-and-title first-sale framing in company voice","Amazon corporate history timeline (investor-relations page), captured 27 October 2007","Amazon.com, Inc. (corporate-ir.net)",Company self-history (archived capture),"Secondary (company-originated), retrospective",1994-2004,2007-10-27,2026-09-23,https://web.archive.org/web/20071027122712/http://phx.corporate-ir.net/phoenix.zhtml?c=176060&p=irol-corporateTimeline,UNKNOWN,2,"COMPANY SELF-NARRATIVE as of 2007 (a curated PR statement, not an observation)",Medium-High that the company said it in 2007; NONE as to 1994-95,"A 2007-COMPANY SELF-NARRATIVE: ANCESTOR of the July-1995-first-book framing that later tellings repeat as fact. It is NOT independent of S0801, from which the July dating ultimately derives","Amazon.com Sells First Book, 'Fluid Concepts & Creative Analogies'","restoration pending - this is `amztimeline.html`, named STILL-MISSING by COR-08 and the restoration map (capture stamp 2007-10-27): no copy in sources/, and the row's earlier scoping caveat (this file was already absent before the purge and was never read by dossier K) stands confirmed by this pass. Original note text retained verbatim: STILL-MISSING (amztimeline.html, capture stamp 10/27/2007): the local copy was already absent before the purge and was never read by dossier K, so corpus-wide nulls are scoped EXCLUDING this document"
S1711,stage1,"The company's later depiction of the first office and garage as heritage content, i.e. the current corporate self-image of the founding space, undated on its face","Photos: Amazon's humble beginnings (first Amazon office, Jeff Bezos garage)",About Amazon (corporate newsroom),Corporate self-history (undated web page),"Primary (company claim), retrospective",1994-1995,2023-10-18,2026-09-23,https://www.aboutamazon.com/news/workplace/first-amazon-office-jeff-bezos-garage,UNKNOWN,1 (as an artifact) / 4 (as 1994 evidence),RETROSPECTIVE SOURCE,Medium,Same company lineage as S1710 rather than an independent witness; a current-state artifact and therefore not evidence of early state (method sec.5),UNKNOWN,"restoration pending - no local copy of the aboutamazon.com garage photo page; the page itself is undated and only its 2023-10-18 metadata was recorded. Original note text retained verbatim: the page itself is undated, 2023-10-18 being page metadata only, and an undated source cannot carry a High-confidence claim (cache rule of use 2)"
S1712,stage1,"The confirmed homepage null: an exact-urlkey CDX query for amazon.com over 1994-1997 returns an empty JSON array; the all-status-code query over 1994-1999 returns 22 timestamps of which EVERY 1994-1998 row is a 302; a filtered query for status-code 200 over 1995-1998 returns HTTP 200 with zero bytes, i.e. a genuinely empty result set; and the only 200-status root captures in that span are 1999-08-28 and 1999-10-13","Internet Archive CDX exact-URL query, amazon.com 1994-1997 (and the status-code-filtered variants)",Internet Archive,Archive index query,Primary (about the archive's contents),1994-1997,2026-09-23,2026-09-23,https://web.archive.org/cdx/search/cdx?url=amazon.com/&matchType=exact&output=json&from=1994&to=1997,"sources/NULL_RESULT_wayback_1995_1996.md (4,427 B)",1,FACT (documented null about the archive; NOT a fact about Amazon),High,"One query family with S1713 and S1714; together they establish ABSENCE OF ARTIFACTS, not absence of a website. Note that url=amazon.com and url=www.amazon.com are NOT two tests, since the host is normalised out of the CDX urlkey and the queries return byte-identical results",UNKNOWN,"RESTORED 2026-09-23 as a documented null, which is what closes RD-006: no servable pre-1999 archived Amazon.com page exists at the root, established rather than inferred"
S1713,stage1,"That the Wayback availability API resolves a 1996-06-01 target for amazon.com to 19990828014913, and returns an empty archived_snapshots object for 1995, 1996, 1997 and 1998","Wayback availability API, amazon.com at 1996-06-01 and for 1995-1998",Internet Archive,Archive index endpoint,Primary (about the archive's contents),1999-08-28,2026-09-23,2026-09-23,https://archive.org/wayback/available?url=amazon.com&timestamp=19960601,sources/NULL_RESULT_wayback_1995_1996.md,1,FACT (documented null about the archive),High,"Same query family as S1712: it evidences the archive's holdings, not the site's history",UNKNOWN,"restored 2026-09-23, re-verified against local copy (sources/NULL_RESULT_wayback_1995_1996.md, 4,427 B, restored by the Level-3 Evidence Registrar on 2026-09-23: its query table item 7 records the availability-API calls to archive.org/wayback/available?url=amazon.com for 1995, 1996, 1997 and 1998 and the empty archived_snapshots body each returned, which is precisely what this row asserts). Matched on the URL and the response body, not on filename resemblance. Flag lifted at the register completion pass of 2026-09-23; the note text 'restoration pending' that this row carried is superseded by this line and nothing else in the row was changed"
S1714,stage1,"The UNANSWERED half of the archive question: the four fat matchType=prefix CDX queries (Q4, Q5, Q11, Q12) covering 1995-1997 returned HTTP 504 Gateway Time-out, and Internet Archive itself returned a 503 'Temporarily Offline' mid-run, so whether any 1996 deep /exec/obidos/ page survives is NOT established either way","CDX matchType=prefix queries for amazon.com deep paths, 1995-1997 (all timed out)",Internet Archive,Archive index query (FAILED RETRIEVAL),-,1995-1997,2026-09-23,2026-09-23,https://web.archive.org/cdx/search/cdx,research/cdx_prefix96.txt (the 504 page),1,"FAILED RETRIEVAL, NOT A NULL",High (that the queries failed),"DO NOT READ AS EVIDENCE: these are upstream capacity failures, not findings about Amazon. Recorded so the sweep is not re-run and so the 1996 deep-path question stays open rather than being reported as a negative (COR-05: unanswered, not proven)",504 Gateway Time-out,"do not re-run: they time out again (cache note). The honest limit of section E's artifact claim is therefore bounded: no homepage, no proof about deep paths"
S1801,stage1,"The dating correction that there is NO pre-2011 close secondary account of the founding to mine: Brandt's One Click is Portfolio/Penguin 2011, not 1999 as the task premise assumed; the only full-text copy surfaced was a Scribd page shell reported as containing no planning document, which is recorded as UNEXAMINED and not as evidence of absence",One Click: Jeff Bezos and the Rise of Amazon.com,Richard L. Brandt (Portfolio/Penguin),Book (not read),Secondary,1994,2011,UNKNOWN,"cited in S0004 at pp. 93-94, 96-97",UNKNOWN,2,UNKNOWN,UNKNOWN,NOT EXAMINED. Registered chiefly to void a false premise about a 1999 account and to stop a Scribd shell being read as a null finding about the roadmap (U.7),UNKNOWN,the roadmap-dossier null is scoped EXCLUDING this book. Do not treat its unread silence as proof
S1802,stage1,"The circulation layer of the founding lore from 1999 to 2026: the 'first online bookstore' claim, the 2,300% statistic, the 91-page 'roadmap' titled 'Future of Computer Stores', the $1.1M-from-22-at-$50,000 round, the Bulgaria floppy-disk order, the A-for-directory naming story, the Washington Post stake and the garage-with-four-employees account. Exact-phrase searches for '91 pages', 'Future of Computer Stores' and 'the roadmap' return ONLY this aggregation layer, with zero authoritative hits, no repository, no sale record and no quoted line","Aggregation, social, broadcast and encyclopedia carriers of the founding lore","Wikipedia, History.com, LinkedIn, Facebook, Instagram, X (Startup Archive), Scribd, SlideShare, Grokipedia, Medium/Substack essays, Shortform, Atticus Li, Business Insider, Academy of Achievement, de Jonge 1999, PBS Frontline","Encyclopedia, social and broadcast aggregation",Secondary/Tertiary,1994-1995,2018,2026-09-23,https://en.wikipedia.org/wiki/History_of_Amazon,wiki.txt was destroyed and is NOT restored,4,RETROSPECTIVE SUMMARY / folk memory; AI-generated entries are non-evidence,Low as evidence; usable as evidence of CIRCULATION only,"DERIVATIVE OF S0206 (Brad Stone 2013) for the 1994 chronology and of the founder interview cycle (S0203, S0205, S0210) for the rest: repeated copying of one story is ONE source, so this whole layer adds circulation and not corroboration. Quarantined here precisely so that no roadmap claim is scored as multi-sourced","In the first two months of business, Amazon sold to all 50 states and over 45 countries. Within two months, Amazon's sales were up to $20,000 per week.","restoration pending - `wiki.txt` remains destroyed and was deliberately NOT restored (COR-08; the restoration map's STILL-MISSING list), and the bundled social, broadcast and encyclopedia carriers were never held locally. This row's own archived_url cell already states the destruction. Original note text retained verbatim: Range as recorded in claims_KU T20 is 1999-2026; items with their own rows (1999 NYT, 2001 Academy, 2016 Business Insider) are excluded from this bundle. Tier-4 material whose duty is to chase its own sources; nothing in Stage 1 rests here. The local copy (wiki.txt) was destroyed and the rest were never held"
S1803,stage1,"The reported existence of a June-1997 Special Libraries Association video of Bezos speaking, i.e. a possible moving-image record of the founder's own words about the business shortly after the Stage-1 endpoint; never examined",CNBC 2024 item citing a June 1997 Special Libraries Association video,CNBC,Broadcast report citing archival video,Secondary,1997-06,2024,UNKNOWN,https://www.cnbc.com/2024-01-13/in-1997-jeff-bezos-said-why-he-chose-books-to-sell-on-amazon.html,UNKNOWN,2,UNKNOWN,UNKNOWN,A LEAD to a possibly in-window-adjacent founder artifact; carries no fact in this register until the underlying video is retrieved,UNKNOWN,"NOT EXAMINED; recorded so the lead survives to the next agent. Post-boundary in any case: consequence column only || register completion pass 2026-09-23: url backfilled from research/G_adversarial.md's source table, which records this exact address; it is the identity match that deduped the dossier entry against this row instead of creating a new S1200-block row. No existing value was altered"
S1804,stage1,"The 1994-95 chronology as the encyclopedia layer transmits it, including the two-month $20,000-a-week sales variant, and the fact that its only citation for 1994 is Stone 2013","Wikipedia, 'History of Amazon'",Wikipedia contributors,Encyclopedia (tertiary),Tertiary,1994-1997,UNKNOWN,2026-09-23,https://en.wikipedia.org/wiki/History_of_Amazon,wiki.txt destroyed; wikitext examined locally before loss,4,RETROSPECTIVE SUMMARY,Low,"SINGLE-SOURCE LINEAGE: the 1994 chronology runs on ONE footnote, S0206 (Stone 2013), so the encyclopedia carries no independent weight at all and must never be counted beside the book","In the first two months of business, Amazon sold to all 50 states and over 45 countries. Within two months, Amazon's sales were up to $20,000 per week.","restoration pending - same null as S1802: `wiki.txt` was destroyed and is not in sources/, so the Wikipedia revision this row cites is not held and the wikitext examined before the loss cannot be re-read. Original note text retained verbatim: split from S1805 deliberately because the two articles carry different folklore"
S1805,stage1,"The branding chronology that bounds a later visual identity claim: the curved A-to-Z arrow logotype dates only from between October 1999 and February 2000, so no 1994-95 logo claim survives contact with it; also the article's 1995-inflation and 'almost $250,000' parental-money line, footnoted to a 2018 newspaper analysis","Wikipedia, 'Amazon (company)' history section",Wikipedia contributors,Encyclopedia (tertiary),Tertiary,1994-2000,UNKNOWN,2026-09-23,UNKNOWN,article text retrieved locally; cited Amazon pages not retrievable,4,"RETROSPECTIVE SUMMARY; the parental figure it carries is an ESTIMATE / DERIVED restatement, not a transaction record",Low-Medium,"DERIVATIVE on both counts: the branding line rests on archived pages not held here, and the $250,000 line rests on S0209 (LA Times 2018). Neither is independent evidence",Between October 1999 ... and February 2000 ... Amazon's logotype has featured a curved arrow leading from A to Z,its own citations were chased where possible and the dead-ends are recorded as nulls rather than dropped
S1806,stage1,"An additional participant-interview carrier of the 1994-95 build narrative (Shel Kaphan), i.e. another print of the same testimony rather than a second witness",PBS Frontline page on Shel Kaphan,PBS / Frontline,Broadcast companion page,Secondary,1994-95,UNKNOWN,UNKNOWN,https://www.pbs.org/wgbh/frontline/interview/shel-kaphan/,UNKNOWN,2-3,RECOLLECTION,UNKNOWN,"DERIVATIVE of the Kaphan testimony lineage (S0002): one participant, several venues, and therefore ONE source under method sec.3",UNKNOWN,"never held locally; registered so the lineage is visible and the page is not later mistaken for corroboration || register completion pass 2026-09-23: url backfilled from research/G_adversarial.md's source table, which records this exact address; it is the identity match that deduped the dossier entry against this row instead of creating a new S1200-block row. No existing value was altered"
S2001,stage2,"The authoritative FY1996 financial set: audited statements of operations (15746 / 12287 / 3459 / 6090 / 2313 / 1035 / 9438 / (5979) / 202 / (5777) / (0.25) on 22655), balance sheet (cash 6248, inventories 571, current assets 7140, AP 2852, current liabilities 4870, assets 8271, equity 3401, deficit (6025)) and cash flows (operating (1735), investing (1214), financing 8201, closing 6248)","Amazon.com, Inc. Form S-1/A Amendment No. 5, accession 0000891020-97-000839","Amazon.com, Inc. (SEC)",SEC registration statement amendment,Primary,1996-01-01 to 1997-03-31,1997-05-14,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/000089102097000839/0000891020-97-000839.txt,sources/S-1A-No5_acc-0000891020-97-000839_filed-1997-05-14.txt (303069 B; header body 301685 B),1,FACT,High,"SAME LINEAGE as S0801/S0802/S0804/S2002/S2004 (SEC File No. 333-23795): ONE registration statement in four files, so repetition adds NO independence (method section 3). Cited in its own right only where the original lacks the content, and one such case cuts against the company: the Associates count degrades from over 4,800 to several thousand enrolled members.","'Of the more than 2.5 million titles offered by the Company, up to 400,000 are currently supplied by book distributors and wholesalers, including Ingram and B&T.' (l.2385-2386)",Registered so the FY1996 money set has ONE keyed primary. SUPERSEDES any Stage-2 quantitative row carrying 12284 / 3462 / 4322 / 850 / 1326 / (3036) / (0.18) / 2398 / 3268 / 8839 / 5804 / 10093 / 74.6 / 15.0: those strings occur in NO accession (S2P4 U.60). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)
S2002,stage2,"The 1997-03-31 ACTUAL capitalization state (cash 7162, WORKING CAPITAL 79, total assets 11722, equity 2763) and the as-adjusted column of 41079 built on an ASSUMED 15.00 offering price named in footnote (2)","Amazon.com, Inc. Form S-1/A Amendment No. 5, CAPITALIZATION table","Amazon.com, Inc. (SEC)",SEC registration statement amendment,Primary,1997-03-31,1997-05-14,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/000089102097000839/0000891020-97-000839.txt,sources/S-1A-No5_acc-0000891020-97-000839_filed-1997-05-14.txt l.393-401,1,FACT,High,"SAME LINEAGE as S0801/S0802/S0804/S2001. Registered separately because the 79 is a BALANCE-SHEET-DATE figure that an earlier pass re-dated to 1996-12-31, and because its 41,079 cell is the one most often double-counted against the 424B1's 49,449.","'Working capital ... 79 ... 41,079' under the column heading 'AT MARCH 31, 1997 ACTUAL / AS ADJUSTED(2)'","All four as-adjusted cells move by exactly +41000, so 41,079 and the 424B1's 49,449 are ONE cell at two assumed prices and not two corroborations (S2P4 U.58). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)"
S2003,stage2,"The ACTUAL net proceeds (49103) and issuance costs (1117); effectiveness 1997-05-14 with delivery on or about 1997-05-20; the 158-employee count for 1996-12-31; the FY1997 set (147758 / 118945 / 28813 / 19.5%); the FY1996 LPS restated at (0.31); the 1997 quarterly series; the reworded 400000-title discount passage; and the string-counted ABSENCES of the security, sales-tax and growth-dependence risk factors and of the B&N proceeding","Amazon.com, Inc. Form 10-K405 for the fiscal year ended December 31, 1997, accession 0000891020-98-000448","Amazon.com, Inc. (SEC)",SEC annual report (a 10-K filed with a late-filing delinquency cover; cite the form as filed),Primary,FY1997 (restating 1994-1996),1998-03-30,2026-09-23,https://www.sec.gov/Archives/edgar/data/1018724/0000891020-98-000448.txt,sources/10-K_FY1997_acc-0000891020-98-000448_filed-1998-03-30.txt (607959 B; header body 606461 B),1,FACT,High,Same ISSUER as the registration lineage but a SEPARATE reporting instrument: it repeats most of the S-1 text and is counted as a second document ONLY where it prints something the lineage does not. The corpus's own adversarial pass (S2E-38) names it its weakest load-bearing document despite its audit.,"'Proceeds from initial public offering ... 49,103' (l.2057); '158 employees as of December 31, 1996' (l.729); 'Gross margin ... 19.5% 22.0% 20.0%' (l.1403)","POST-BOUNDARY content: usable for 1996 facts the lineage also states and for dating absences, never as a Stage-2 achievement (S2P4 U.52 U.73 U.102). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)"
S2004,stage2,"The 424B1 as the STAGE-2 BOUNDARY ARTIFACT: 3000000 shares all primary at 18.00 (54000000 gross, 3780000 discount, 50220000 before expenses), net approximately 49.4 million, the 12.6%/87.4% dilution table on 23798782, the ten-house syndicate with three representatives at 726000 shares each, the 180-day lock-up binding the issuer, NO SPECIFIC USE OF PROCEEDS, and the NEGATIVE FINDING that no deferred, perpetual or contingent underwriter compensation is disclosed anywhere","Amazon.com final prospectus Form 424B1, accession 0000891020-97-000868","Amazon.com, Inc. (SEC)",SEC prospectus filed under Rule 424(b)(1); prospectus dated May 15 1997,Primary,1997-05,1997-05-15,2026-09-24,https://www.sec.gov/Archives/edgar/data/1018724/0000891020-97-000868.txt,"sources/424B1_final-prospectus_acc-0000891020-97-000868_filed-1997-05-15.txt (266755 B; header body 263820 B, COMPLETE submission)",1,FACT,High,"SAME LINEAGE as S0801-S0803 and S2001/S2002: one registration statement and one source identity. RE-KEY OF A STALE STATUS: S0804's 2026-09-23 note bars anything resting on the 424B1 because it was then not in the restored primary set; it was retrieved complete on 2026-09-24 and this row supersedes that bar for STAGE-2 use ONLY. S0804 is NOT edited (append-only register, method 9.4; 14 rule 4).","'All of the 3,000,000 shares of Common Stock ... are being sold by Amazon.com, Inc.'; 'Total(3) $54,000,000 $3,780,000 $50,220,000'; 'New investors ... 3,000,000 12.6 54,000,000 82.2 18.00'",The only document in the corpus stating the 18.00 price. Absent from the COR-01 accession table (S2P4 U.108). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)
S2005,stage2,"The NEGATIVE FINDING that no Amazon.com FY1996 annual report exists in the corpus or in the indexed EDGAR slices, with the consequence that no 1996 filing carries the titles definition and it may not be dated into 1996; and the correct primary for the 158-employee figure, which is S0805 l.729",Absence of an Amazon.com FY1996 annual report (searched across the five local accessions and the accession indexes),Founder's Playbook Evidence Registrar / ST2_B,Documented null across the filing family,Primary (as a negative),1996,UNKNOWN,2026-09-24,UNKNOWN,not applicable - the document exists neither locally nor in the indexed slices,1,FACT (documented null),High (that none is located) / UNKNOWN (that none exists anywhere),NOT a substitute for S0806 and NOT a deletion of it: S0806 (a registered annual report for fiscal 1996 with UNKNOWN url and publication date and archived url) has no document behind it and must not source anything. Registered because C-flag 8 and S2P4 U.73 and U.111 depend on the null.,ST2_B: 'there is no FY1996 annual report at all',"Orchestrator: retire S0806's citation authority by applying this row; do NOT delete the row (method 14 rule 4). Then confirm the null against a full EDGAR filing list for CIK 1018724, which is UNTRIED. | local_copy: NO (documented null - no such document exists anywhere)"
S2006,stage2,"The 1996-06-13/14 press release: 1100000 titles in the live catalogue, customers from 95+ countries (up from 45 in September 1995), and the mid-1996 product enumeration (search and browse, e-mail services, Web-based credit-card payment, direct shipping)","Amazon.com press release, 'Shopping for Books on the Internet Isn't Just for Tech Buyers Anymore ...'","Amazon.com, Inc.",Company self-description,Primary,1996-06,1996-06-13 indexed / 1996-06-14 datelined,UNTRIED in this pass (zero web requests),https://press.aboutamazon.com/1996/6/shopping-for-books-on-the-internet-isnt-just-for-tech-buyers-anymore-amazon-com-worlds-largest-bookseller-tracks-whos-buying-online,restoration pending - not held locally,1,FACT (as claim),High as claim / Medium as content,Company-issued: it corroborates a filing's number WITHOUT independently confirming it (method section 3) - the same corporate record in a different year. Index-versus-dateline one-day gap handled per COR-11.4.,"1,100,000 titles; 95 countries",One of only two sources carrying Bezos's genuinely contemporaneous words. The 1.1m figure anchors the nine-month catalogue span (S2P4 U.61). | local_copy: NO (no byte in sources/ - the witness is read only through a dossier transcription)
S2007,stage2,"The 1996-12-09 Fortune feature: 110 employees; 1.1 million books; the Bezos list of 20 products including music, magazines and PC hardware; 'if we're profitable within the next two years it will be by accident'; and growth of 34% a month","Fortune, 'Amazon: The Next Big Thing Is a Bookstore?'","Fortune, read only through research/ST2_A_chronology_org.md S2A-75 to S2A-83",Magazine feature; SECOND-HAND in this corpus,Secondary,1996-12,1996-12-09,UNTRIED (Stage-1 retrieval returned 404; no local copy; not re-requested under the zero-web budget),https://fortune.com/1996-12-09/amazon-bookstore-next-big-thing/,NOT HELD,2,CONTEMPORARY OBSERVATION (extracts) / FOUNDER CLAIM (relayed),Medium (extracts' existence) / UNKNOWN (the article's full wording),"Independent of the company in AUTHORSHIP, which makes it the only non-company in-window account available - but every quantity in it is a company-supplied number relayed by a journalist, so it is an independent CHANNEL and not an independent SOURCE. NOTHING may be quoted beyond what the dossier carries, and it is not cited as measurement.",'34% a month'; 'employs 110',"ST2_C's own source table already excludes the 34% a month as unusable; S2P4 U.83 keeps it as evidence of what the company told press, not of growth (U.44 U.83 U.84). | local_copy: NO (no byte in sources/ - the witness is read only through a dossier transcription)"
S2008,stage2,"The 1996-12-16 WIRED item: PC-Meter's 1.6% of the online shopping market (methodology undisclosed), Book Stacks at 425000-450000 titles and about 7000 visitors/day, analyst revenue estimates of 5m to 17m, Entrepreneur's Wave's launch, and bigger gorillas on the horizon","WIRED, 'Bookstores Find New Niches Online'",WIRED (record S2C-25),Magazine,Secondary,1996-12,1996-12-16 (the source record's own date field reads 1996-16 and is malformed; corrected per that record's Conflicts field),not retrieved in this pass,https://www.wired.com/1996/12/bookstores-find-new-niches-online/,restoration pending,1 (as a 1996 artifact) / 3 (for the panel figure),ESTIMATE (third party),High published / Low-Medium measurement,"The only third-party sizing of Amazon inside the window, and it is a panel figure with no stated definition; it cannot be converted into visits, accounts or dollars and so cannot check any company figure (S2P4 U.65).",Amazon at 1.6% of online shopping,"The malformed 1996-16 field stands unedited in the source dossier and is recorded, not fixed (S2P4 U.63). | local_copy: NO (no byte in sources/ - the witness is read only through a dossier transcription)"
S2009,stage2,"Barnes and Noble's own audited account of the same universe Amazon counted: 431 superstores in 47 states plus DC (91 opened, 18 closed) and 577 mall stores down from 781 in FY1993; revenues 2.448bn (+23.8%) and net earnings 51.2m for the 53 weeks ended 1997-02-01 after a prior-year net loss of 52.976m; comps +7.3%; about 9% of the consumer market; store stock about 130000 titles with special order from more than 1.2 million books in print; and a 344000 sq ft South Brunswick NJ distribution centre opened September 1996 stocking over 400000 titles for overnight delivery at very deep discounts","Barnes & Noble, Inc. Form 10-K for the 52/53 weeks ended February 1, 1997, accession 0000889812-97-001072","Barnes & Noble, Inc. (SEC)",SEC annual report of a competitor,Primary,FY1997 (weeks ended 1997-02-01),1997-05-02,UNTRIED at first hand (read through research/ST2_C_market_competition.md S2C-17 to S2C-21),https://www.sec.gov/Archives/edgar/data/890491/000088981297001072/0000889812-97-001072.txt,not held locally,1,FACT (audited counterparty),High,"GENUINELY INDEPENDENT of every Amazon row in this register: a different registrant, a different auditor, no common drafter. This is the ONLY Tier-1 Amazon-universe document in the stage that Amazon did not write.","'stocking over 400,000 titles'","Basis warning carried in every dependent row: the 53-week period ending 1997-02-01 is NOT coterminous with Amazon's calendar FY1996, so no like-for-like pairing is printed (S2P4 U.66 U.67 U.80). | local_copy: NO (no byte in sources/ - the witness is read only through a dossier transcription)"
S2010,stage2,"The 1996 premises geometry from the filed estate: the Coast Wide sublease of 2250 First Avenue South (signed 1996-01-19, commencing 1996-02-01, first month's rent 7200); the Trident lease for the entire fourth floor of 1516 Second Avenue (12686 sq ft, signed 1996-07-01, to 1999-07-31); Building U at 549 South Dawson Street (approximately 50420 sq ft of approximately 93020, signed 1996-09-30, scheduled commencement 1996-11-01); three Trident amendments (1996-12-21, 1997-01-09, 1997-02-27) adding 11809, 11814 and 6091 sq ft plus a 4085 sq ft mezzanine; the GE Capital master lease No. 6672336 (1997-02-12) designating each schedule a Finance Lease; and the sublease-OUT to C. C. Filson (1997-02-19)","Amazon.com Exhibits 10.28, 10.29, 10.30, 10.31 and 10.32 to Form S-1","Amazon.com, Inc. (SEC) and named counterparties",SEC filing exhibits (leases and a finance lease),Primary,1996-01-19 to 1997-02-19,1997-03-24,2026-09-23 (within the complete-submission file),https://www.sec.gov/Archives/edgar/data/1018724/000089161897001309/0000891618-97-001309.txt,sources/S-1_original_acc-0000891618-97-001309_filed-1997-03-24.txt (exhibit index rows; bodies within the 1444013 B complete submission),1,FACT,High,"Same lineage as S0801 (this IS S0801's exhibit set) but a different instrument class: the leases are the only Stage-2 documents signed by COUNTERPARTIES rather than drafted for the SEC, so they are the closest thing to third-party operational evidence in the estate.",per-lease commencement dates and the 'Total minimum lease payments' schedule as recited in the exhibit index and in Note - lease commitments,"Registered separately because the lease geometry is the stage's only non-financial record of intent, and because the 2250 First Avenue hand-back dates the fulfilment move physically rather than rhetorically (S2P4 U.92 U.94). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)"
S2011,stage2,The dated officer and director appointments which assembled the governance the S-1 discloses: CEO and board created on the 1996-05-28 merger instrument; Doerr and Alberg 1996-06; Lipsky (ex-B&N superstore CIO) 1996-07; Ayre 1996-09; Covey CFO 1996-12; Breier and Duenas 1997-01; Engstrom and Risher and Stonesifer 1997-02; Kaphan retitled VP and CTO and Spiegel VP Engineering and Bezos relinquishing Secretary and Treasurer 1997-03,Amazon.com Form S-1 and S-1/A Management sections with officer dates cross-checked against the FY1997 10-K405 Item 10 biography table,"Amazon.com, Inc. (SEC)",SEC registration statement section,Primary,1996-05-28 to 1997-03-31,1997-03-24 / 1997-05-14 / 1998-03-30,2026-09-23,see the accession urls registered at S0801 S0803 S0805 above,sources/ as listed for S0801 S0803 S0805,1,FACT,High,"All three accessions are ONE lineage for independence, but the 10-K405 officer table is the correct citation for TITLE SEQUENCE because the S-1's narrative uses 1997 present tense about 1994 events (Stage 1 AUDIT 3; S2P4 U.78).",'the majority of the Company's senior management joined the Company within the last four months' (original) / 'five months' (No. 5) - one rolling sentence re-dated by the filing date,Registered because the ladder is the stage's clearest structural fact: nine of ten named officers and directors arrived AFTER the June 1996 money and the registrant said so about itself (S2P4 U.70 U.79). | local_copy: YES (the sources/ file named in archived_url is on disk - verified this pass)
